x1,x2,y
-0.5153212582255708,0.2302981397080892,0
-0.2600438077773919,0.7435272664442745,0
0.36919479387641907,-0.7931794270100134,0
0.826964425746008,0.027489761530083756,0
0.9375855405073539,-0.09599041963515287,0
-0.7843027062415742,0.5667213993471436,0
-0.44016226091127164,-0.030379038510998102,1
-0.792911528122423,0.6501123393570019,0
-0.894607367921602,-0.9313689867883677,1
0.8939752230041882,0.5699035689712584,0
-0.9427408675794611,0.24045122933760843,0
0.5222649726035598,-0.7415729351553084,0
0.5344147193820905,-0.4623131787304233,0
-0.10227079159549679,-0.1547409874487482,1
0.5976623324195076,0.598720333411759,0
0.7193453169728428,0.7591516223048567,0
0.7106951166989162,0.08960286080839985,0
-0.4233515714935139,0.5712516716164193,0
0.4536836428704736,0.5014030313475382,0
-0.7107307611769833,0.6258540531637178,0
-0.006703718028594485,0.476812811466119,0
-0.5693508504514477,0.152767151243965,0
0.6093187076695847,0.6852370498551763,0
-0.6087953315555272,0.9869781376346838,0
-0.15135836520119295,0.7172068662828828,0
0.0016074684024773855,0.3318023101258958,0
-0.32187393163002875,0.31388399545998613,0
-0.9211238621226616,-0.8638776151721148,1
-0.3194105503631002,-0.0878520533283258,1
-0.33144679708074,-0.933777813234421,1
0.4442488817240893,0.048652794518259546,0
0.6689114209884965,-0.08647590574678521,0
0.588413335369439,0.8290624107670106,0
-0.9667729057976016,0.8780050958100132,0
-0.7768595802134772,0.5281537604175905,0
0.314084873605567,0.0971394221246944,0
-0.4612364107121407,0.24178264661363125,0
-0.3170248214929803,0.21809532221813566,0
0.6687714117970622,0.4931501931522775,0
-0.32930249639526554,-0.16641436470281779,1
0.39414638083963527,0.9748923258968372,0
-0.04713901772240803,-0.1395701760668011,1
0.5273180661950625,0.941720364723859,0
-0.19082786286807796,-0.2961834741267706,1
-0.40028491821987733,0.4592615702098033,0
-0.08270842961298341,-0.9976029290656507,1
0.4468241645574045,-0.3649174662736463,0
0.03056833102942602,-0.6773786569085956,0
0.521097606808907,0.6468105325450149,0
0.3240338356556596,-0.6215182781626449,0
-0.8797676888280161,0.8800206886337723,0
-0.14955226434938296,-0.9789841353903235,1
-0.33674232437885343,-0.5988044735124216,1
-0.9209587585753405,0.9681388608871058,0
0.06277983940742637,-0.29721648825907,0
0.9098103401777984,-0.20411673316467382,0
0.0835151626753714,-0.29078415764700916,0
-0.21618785951191244,-0.10751555725586415,1
-0.3736395484503572,0.43145807286320825,0
0.3932040347919892,0.795967906556698,0
0.04656333578605443,-0.7006571656844547,0
0.7750260755224114,0.25362440331902003,0
0.7878588789233039,-0.242002361195776,0
0.5813191755896048,-0.01873976893335727,0
0.1076424772405955,0.6140522750376316,0
-0.7547590418001264,0.5501725551319452,0
-0.1284539679794643,-0.7982609241214083,1
-0.6791307049090645,-0.6487153378745807,1
-0.9591637325724829,0.11435327192669864,0
-0.9244688532938203,-0.41954416539196226,1
0.6582439659026373,0.6387817050267819,0
0.7012188274711804,-0.9660994722900802,0
-0.18945919226496066,0.7363760865423143,0
0.5251885331812975,0.08832617629883988,0
-0.6179136470487263,0.5771926295323038,0
-0.2723540184270472,-0.30399568433063084,1
-0.710834678909986,-0.5135438945977993,1
0.5622722704777228,0.43905420389532157,0
0.9176915565609955,0.784948792978243,0
0.7461465143357922,-0.16707920671650478,0
-0.7259686685942781,0.12446441010840159,0
-0.6109757390573096,0.32681406967548976,0
-0.4547619889108454,-0.882019349074723,1
-0.5575418688232128,-0.570629169483234,1
-0.3760970940520487,-0.019195167475323016,1
0.01352380001382314,0.7473057461449262,0
0.2756674523467013,0.7933651508192205,0
0.46505713815663574,0.28697540588104653,0
0.40620889273145133,-0.4776993354131318,0
-0.8914833938342757,0.05900785951304188,0
-0.21908379204180095,-0.20077786554146315,1
-0.9027500092912166,-0.9516074746679286,1
-0.04277761428152793,-0.05936858195165162,1
-0.6293054560691369,0.9228003642446472,0
-0.30408423126027095,0.44030549511208217,0
-0.6926803696182569,-0.1973965036122418,1
-0.4625948712825507,-0.8580196261491675,1
-0.98942061327869,-0.4119034906961163,1
-0.2445886960258452,0.5569532038073861,0
-0.01933427846352842,-0.3026650953763259,1
0.7991643674301545,0.727191820878738,0
0.13648535968580666,-0.5188889606793827,0
0.16190883802235145,0.013023920810045109,0
0.8667495344656932,0.5943624885656333,0
-0.8669002915234556,-0.21112067218506625,1
-0.1385622221383409,-0.6535676738930889,1
0.4248655127589096,0.5188787741518976,0
0.36507755033217415,0.6357696113344511,0
0.7852480238972477,-0.026524966391359373,0
0.486069173670751,0.08097455211577298,0
0.9008264568754623,0.709976775555174,0
0.26390520826386243,0.7871077113832627,0
0.45557795091547026,0.1196516126271836,0
-0.9529688891450381,-0.15666128800917622,1
-0.737493674050874,0.6110369715644641,0
-0.6562703881704635,0.46209431809160373,0
0.8776099691561072,0.49815654969456125,0
-0.10756653895338819,0.4324419246026181,0
0.4484508530874609,-0.1030270997946745,0
0.3761997113430784,0.5190171175434801,0
0.15867716639314544,0.2639499755200423,0
0.8923884132101945,0.7672124531710922,0
0.685276051312752,0.30711728060143084,0
-0.2756920457846572,0.4550601109123531,0
-0.30349760752010213,-0.45397883372425674,1
-0.9012238126380838,-0.2601851338944441,1
0.13734733690355272,-0.8646232494867092,0
-0.26362305262425556,0.24724006433121404,0
0.05383055694276284,0.43648164054648997,0
0.3409362748158631,0.6162692021338783,0
0.258697678824247,0.09345320808354907,0
0.9740410524247862,-0.2523702400989225,0
0.5881515375091395,-0.8055274578683744,0
0.9632551791419923,0.8337093830544153,0
0.5382008781145915,0.3688385543354944,0
-0.04581837341739581,-0.5931457637913773,1
0.7870176175655379,0.7614704304119528,0
-0.14118019380005697,-0.6149062312999249,1
0.7689416293993585,-0.34406381118369156,0
0.4556356159530528,-0.17927290026232523,0
-0.5012468672813319,0.4526891092266274,0
0.285466523070963,-0.4293712130797789,0
-0.5253827954508934,0.45159950242568603,0
0.22533540878564495,-0.5580015191412468,0
0.1640155966443282,0.1296511494355137,0
-0.6756092725053537,-0.4465691747987828,1
-0.09287468303014901,-0.7658669454392724,1
-0.9166822435863826,-0.46984954041704885,1
0.5638940781070731,0.7137903120702964,0
0.8348123846305899,0.9864867808106863,0
0.5381578420746254,-0.04035967252656136,0
-0.22822260259214788,-0.17642712360196122,1
0.3768340355102704,0.2815423378798867,0
0.293537760073568,-0.3039056733194132,0
0.10787198619331795,-0.9463716235839692,0
0.3288725765253615,0.030936512274054362,0
0.5154571702008119,-0.10052275408631539,0
-0.003893815042162574,-0.6634803306217392,1
0.5624795983968103,-0.5912682545634917,0
0.6658257713280022,-0.8336129005518429,0
0.2831760620168098,-0.01622034390826732,0
0.6717464502011388,0.09777926365836698,0
-0.5807067969000779,-0.3301795824248064,1
-0.20606265855768058,0.3974031175455077,0
-0.5337675595341338,0.7587273897232802,0
0.3766340361285574,-0.2549360213747369,0
0.5675933464724945,0.9883363598200015,0
0.22267990403585292,0.36929823071925805,0
0.2201370658472792,-0.603360520391369,0
-0.3302216964995519,-0.22409945931330277,1
-0.013190207071256177,-0.17119823926626654,1
0.7368568919341738,0.16472095063578718,0
0.6498989325899871,-0.8551466393279854,0
-0.42950004745260295,0.5350768620875261,0
0.004633645302163147,-0.008924203458309021,0
0.16219891615009896,0.6386926810736069,0
-0.6731123931197185,0.6680522236269466,0
0.13695072524674745,0.16038406149827455,0
0.910388290110989,0.7115104299620532,0
